Unnamed: 0,Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,SimillarHTTP,Inbound,Label
49200,172.16.0.5-192.168.50.1-56054-34555-17,172.16.0.5,56054,192.168.50.1,34555,17,2018-12-01 12:58:50.996932,45,2,0,750.0,0.0,375.0,375.0,375.0,0.0,0.0,0.0,0.0,0.0,16666666.666666666,44444.444444444445,45.0,0.0,45.0,45.0,45.0,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,44444.444444444445,0.0,375.0,375.0,375.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,562.5,375.0,0.0,64,0,0,0,0,0,0,2,750,0,0,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,udp
27024,172.16.0.5-192.168.50.1-760-41920-17,172.16.0.5,760,192.168.50.1,41920,17,2018-12-01 11:31:47.588753,2,2,0,2944.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0.0,0.0,0.0,1472000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2208.0,1472.0,0.0,40,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,ldap
1574,192.168.50.9-31.13.80.8-56924-443-6,192.168.50.9,56924,31.13.80.8,443,6,2018-11-03 12:07:31.573658,885,4,0,102.0,0.0,39.0,0.0,25.5,18.411952639521967,0.0,0.0,0.0,0.0,115254.23728813558,4519.774011299435,295.0,510.089207884268,884.0,0.0,885.0,295.0,510.089207884268,884.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,128,0,4519.774011299435,0.0,0.0,39.0,28.2,17.049926686059383,290.7,0,0,1,0,0,1,0,0,0.0,35.25,25.5,0.0,128,0,0,0,0,0,0,4,102,0,0,748,-1,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,benign
107875,172.16.0.5-192.168.50.1-63470-2591-17,172.16.0.5,63470,192.168.50.1,2591,17,2018-12-01 11:39:58.484688,1,2,0,1924.0,0.0,962.0,962.0,962.0,0.0,0.0,0.0,0.0,0.0,1924000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,962.0,962.0,962.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1443.0,962.0,0.0,40,0,0,0,0,0,0,2,1924,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,mssql
77624,172.16.0.5-192.168.50.1-41857-35348-17,172.16.0.5,41857,192.168.50.1,35348,17,2018-12-01 12:55:38.282211,105881,4,0,1438.0,0.0,389.0,330.0,359.5,34.06366588218791,0.0,0.0,0.0,0.0,13581.284649748302,37.77826049999528,35293.66666666667,61128.69180125919,105879.0,1.0,105881.0,35293.66666666667,61128.69180125919,105879.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,37.77826049999528,0.0,330.0,389.0,353.6,32.3156308928048,1044.3,0,0,0,0,0,0,0,0,0.0,442.0,359.5,0.0,80,0,0,0,0,0,0,4,1438,0,0,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,udp
44259,172.16.0.5-192.168.50.1-783-63995-17,172.16.0.5,783,192.168.50.1,63995,17,2018-12-01 11:58:09.833736,2,2,0,458.0,0.0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,229000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1000000.0,0.0,229.0,229.0,229.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,343.5,229.0,0.0,0,0,0,0,0,0,0,2,458,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,netbios
159469,192.168.50.6-4.2.2.4-60116-53-17,192.168.50.6,60116,4.2.2.4,53,17,2018-11-03 09:53:01.146195,111538,2,2,62.0,178.0,31.0,31.0,31.0,0.0,89.0,89.0,89.0,0.0,2151.7330416539653,35.86221736089942,37179.33333333333,64392.16419979479,111533.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,17.93110868044971,17.93110868044971,31.0,89.0,54.2,31.76790833529964,1009.2,0,0,0,0,0,0,0,0,1.0,67.75,31.0,89.0,40,0,0,0,0,0,0,2,62,2,178,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,benign
30151,172.16.0.5-192.168.50.4-49249-52896-6,172.16.0.5,49249,192.168.50.4,52896,6,2018-11-03 11:35:36.689399,1,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,5840,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,syn
41091,172.16.0.5-192.168.50.1-50710-26338-17,172.16.0.5,50710,192.168.50.1,26338,17,2018-12-01 13:02:20.219367,1,2,0,776.0,0.0,388.0,388.0,388.0,0.0,0.0,0.0,0.0,0.0,776000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2000000.0,0.0,388.0,388.0,388.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,582.0,388.0,0.0,0,0,0,0,0,0,0,2,776,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,udp
314950,172.16.0.5-192.168.50.1-940-10420-17,172.16.0.5,940,192.168.50.1,10420,17,2018-12-01 11:57:54.159807,1,2,0,458.0,0.0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,458000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2000000.0,0.0,229.0,229.0,229.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,343.5,229.0,0.0,0,0,0,0,0,0,0,2,458,0,0,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,netbios
